,INT_ANY,INT_IDEO,INT_LOG,INT_MISC,addnotes,alternative,alternative_txt,approxdate,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,city,claim2,claim3,claimed,claimmode,claimmode2,claimmode2_txt,claimmode3,claimmode3_txt,claimmode_txt,compclaim,corp1,corp2,corp3,country,country_txt,crit1,crit2,crit3,dbsource,divert,doubtterr,eventid,extended,gname,gname2,gname3,gsubname,gsubname2,gsubname3,guncertain1,guncertain2,guncertain3,hostkidoutcome,hostkidoutcome_txt,iday,imonth,ingroup,ingroup2,ingroup3,ishostkid,iyear,kidhijcountry,latitude,location,longitude,motive,multiple,natlty1,natlty1_txt,natlty2,natlty2_txt,natlty3,natlty3_txt,ndays,nhostkid,nhostkidus,nhours,nkill,nkillter,nkillus,nperpcap,nperps,nreleased,nwound,nwoundte,nwoundus,propcomment,property,propextent,propextent_txt,propvalue,provstate,ransom,ransomamt,ransomamtus,ransomnote,ransompaid,ransompaidus,region,region_txt,related,resolution,scite1,scite2,scite3,specificity,success,suicide,summary,target1,target2,target3,targsubtype1,targsubtype1_txt,targsubtype2,targsubtype2_txt,targsubtype3,targsubtype3_txt,targtype1,targtype1_txt,targtype2,targtype2_txt,targtype3,targtype3_txt,vicinity,weapdetail,weapsubtype1,weapsubtype1_txt,weapsubtype2,weapsubtype2_txt,weapsubtype3,weapsubtype3_txt,weapsubtype4,weapsubtype4_txt,weaptype1,weaptype1_txt,weaptype2,weaptype2_txt,weaptype3,weaptype3_txt,weaptype4,weaptype4_txt,datetime
17611,,,,,"Casualty numbers for this incident represent a division of a cumulative total of killed and wounded across incidents 201603130017, 201603130018, and 201603130028.  This incident is part of a set of coordinated attacks in which both military and non-military entities were targeted.",,,,2,Armed Assault,,,,,Tikrit district,,,0.0,,,,,,,,Unknown,,,95.0,Iraq,1,1,1,,,0,201603130018,0.0,Islamic State of Iraq and the Levant (ISIL),,,,,,0.0,,,,,13,3,,,,0.0,2016,,34.897607,The incident occurred at Ajil Oilfield,43.806947,,1.0,95.0,Iraq,,,,,,,,,3.0,2.0,0.0,0.0,-99.0,,6.0,4.0,0.0,,0,,,,Saladin,,,,,,,10.0,Middle East & North Africa,,,"""Iraqi troops repel IS attacks in see-saw grabs of key positions,"" Xinhua General News Service, March 13, 2016.","""Iraq: Security Roundup 1900 GMT 14 March 2016,"" OSC Summary, March 14, 2016.",,0.0,1,0,"03/13/2016: Assailants attacked 'Ajil Oilfield in Tikrit, Saladin, Iraq. This was one of three coordinated assaults in the area on the same day. Two security members and seven assailants were killed and five security members and 13 assailants were injured across all three raids. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Islamic State of Iraq and the Levant (ISIL).",Ajil Oilfield,,,1.0,Gas/oil,,,,,1.0,Business,,,,,0.0,Machine guns were used in the attack.,2.0,Automatic Weapon,,,,,,,5,Firearms,,,,,,,2016-03-13
17621,,,,,"Casualty numbers for this incident represent a division of a cumulative total of killed and wounded across incidents 201603130017, 201603130018, and 201603130028.  There is doubt that this incident meets terrorism-related criteria. Sources specifically stated that a military site was targeted in this attack; however, this incident is part of a set of coordinated attacks in which both military and non-military entities were targeted.",1.0,Insurgency/Guerilla Action,,2,Armed Assault,,,,,Al-Fathah,,,1.0,8.0,,,,,Personal claim,,Iraqi Armed Forces,,,95.0,Iraq,1,1,0,,,1,201603130028,0.0,Islamic State of Iraq and the Levant (ISIL),,,Kirkuk Province of the Islamic State ,,,0.0,,,,,13,3,,,,0.0,2016,,35.064368,,43.549881,,1.0,95.0,Iraq,,,,,,,,,3.0,2.0,0.0,0.0,-99.0,,6.0,4.0,0.0,,0,,,,Kirkuk,,,,,,,10.0,Middle East & North Africa,,,"""Iraqi troops repel IS attacks in see-saw grabs of key positions,"" Xinhua General News Service, March 13, 2016.","""Terrorism: Transcript of ISIL's Al-Bayan Radio Broadcast for 13 March,"" Twitter, March 13, 2016.",,1.0,1,0,"03/13/2016: Assailants attacked security forces in Al-Fathah, Kirkuk, Iraq. This was one of three coordinated assaults in the area on the same day. Two security members and seven assailants were killed and five security members and 13 assailants were injured across all three raids. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",Soldiers,,,34.0,"Military Personnel (soldiers, troops, officers, forces)",,,,,4.0,Military,,,,,0.0,Machine guns were used in the attack.,2.0,Automatic Weapon,,,,,,,5,Firearms,,,,,,,2016-03-13
17622,,,,,,,,2016-03-13 00:00:00,3,Bombing/Explosion,,,,,Siniyah,,,0.0,,,,,,,,Unknown,,,95.0,Iraq,1,1,1,,,0,201603130029,0.0,Unknown,,,,,,0.0,,,,,13,3,,,,0.0,2016,,34.919812,The incident occurred west of the K2 Airbase near the city,43.388185,,0.0,95.0,Iraq,,,,,,,,,0.0,0.0,0.0,0.0,-99.0,,0.0,0.0,0.0,,0,,,,Saladin,,,,,,,10.0,Middle East & North Africa,,,"""Federal Police forces repulse ISIS attack, seize 19 “Hell” rockets in Salahuddin,"" Iraqi News, March 13, 2016.",,,0.0,0,0,"03/13/2016: Security forces discovered and defused 88 explosive devices and an explosives-laden vehicle in Siniyah, Saladin, Iraq. No group claimed responsibility for the incident.",Unknown,,,,,,,,,20.0,Unknown,,,,,1.0,An explosives-laden vehicle and 88 explosive devices were used in the attack.,15.0,Vehicle,16.0,Unknown Explosive Type,,,,,6,Explosives/Bombs/Dynamite,6.0,Explosives/Bombs/Dynamite,,,,,2016-03-13
17670,,,,,,,,,3,Bombing/Explosion,,,,,Baghdad,,,0.0,,,,,,,,Not Applicable,,,95.0,Iraq,1,1,1,,,0,201603140010,0.0,Unknown,,,,,,0.0,,,,,14,3,,,,0.0,2016,,33.354456,The incident occurred in the Hurriya area of the Kadhimiya neighborhood,44.318905,,0.0,95.0,Iraq,,,,,,,,,1.0,0.0,0.0,0.0,-99.0,,5.0,0.0,0.0,A vehicle was damaged in this attack.,1,3.0,Minor (likely < $1 million),-99.0,Baghdad,,,,,,,10.0,Middle East & North Africa,,,"""Iraq: Roundup of Security Incidents 8-14 March 2016,"" OSC Summary, March 2, 2016.",,,0.0,1,0,"03/14/2016: An explosive device planted in a vehicle detonated in Hurriya, Baghdad city, Baghdad governorate, Iraq. One person was killed and five people were injured in the blast. No group claimed responsibility for the incident.",Civilians,,,67.0,Unnamed civilians-ambiguous,,,,,14.0,Private Citizens & Property,,,,,0.0,,15.0,Vehicle,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-03-14
17671,,,,,,,,2016-03-14 00:00:00,3,Bombing/Explosion,,,,,Kirkuk,,,0.0,,,,,,,,Not Applicable,,,95.0,Iraq,1,1,1,,,0,201603140011,0.0,Unknown,,,,,,0.0,,,,,14,3,,,,0.0,2016,,35.414859,The incident occurred in the Wasiti neighborhood,44.3473,,0.0,95.0,Iraq,,,,,,,,,0.0,0.0,0.0,0.0,-99.0,,2.0,0.0,0.0,It is unknown if any property was damaged in this attack.,-9,,,,Kirkuk,,,,,,,10.0,Middle East & North Africa,,,"""Iraq: Roundup of Security Incidents 8-14 March 2016,"" OSC Summary, March 2, 2016.",,,0.0,1,0,"03/14/2016: An explosive device detonated near a civilian residence in Wasiti, Kirkuk city, Kirkuk, Iraq. Two people were injured in the blast. No group claimed responsibility for the incident.",Residence,,,76.0,Houses/Apartments/Residence,,,,,14.0,Private Citizens & Property,,,,,0.0,,16.0,Unknown Explosive Type,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-03-14
17674,,,,,,,,2016-03-14 00:00:00,3,Bombing/Explosion,,,,,Mushahidah,,,0.0,,,,,,,,Iraqi Police Service (IPS),,,95.0,Iraq,1,1,1,,,0,201603140015,0.0,Unknown,,,,,,0.0,,,,,14,3,,,,0.0,2016,,33.649071,,44.266692,,0.0,95.0,Iraq,,,,,,,,,1.0,0.0,0.0,0.0,-99.0,,5.0,0.0,0.0,,0,,,,Saladin,,,,,,,10.0,Middle East & North Africa,,,"""Iraq: Security Roundup 1900 GMT 14 March 2016,"" OSC Summary, March 14, 2016.",,,1.0,1,0,"03/14/2016: An explosive device detonated targeting a police patrol in Mushahidah, Saladin, Iraq. One police officer was killed and five officers were injured in the blast. No group claimed responsibility for the incident.",Patrol,,,23.0,Police Patrol (including vehicles and convoys),,,,,3.0,Police,,,,,0.0,A roadside bomb was used in the attack.,16.0,Unknown Explosive Type,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-03-14
17675,,,,,,,,,3,Bombing/Explosion,,,,,Baghdad,,,0.0,,,,,,,,Unknown,,,95.0,Iraq,1,1,1,,,0,201603140016,0.0,Unknown,,,,,,0.0,,,,,14,3,,,,0.0,2016,,33.205743,The incident occurred in the Suwaib area of the Rasheed neighborhood,44.257314,,0.0,95.0,Iraq,,,,,,,,,1.0,0.0,0.0,0.0,-99.0,,6.0,0.0,0.0,,0,,,,Baghdad,,,,,,,10.0,Middle East & North Africa,,,"""7 people killed, wounded in bomb blast near shops southwest of Baghdad,"" Iraqi News, March 14, 2016.","""Iraq: Security Roundup 1900 GMT 14 March 2016,"" OSC Summary, March 14, 2016.","""Iraq: Security Roundup 1900 GMT 14 March 2016,"" OSC Summary, March 14, 2016.",0.0,1,0,"03/14/2016: An explosive device detonated near shops in Suwaib area, Baghdad city, Baghdad governorate, Iraq. One person was killed and six people were injured in the blast. No group claimed responsibility for the incident.",Shops,,,7.0,Retail/Grocery/Bakery (including cell phone shops and generic shops),,,,,1.0,Business,,,,,0.0,,16.0,Unknown Explosive Type,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-03-14
17676,,,,,Casualty numbers for this incident represent a division of a cumulative total of killed and wounded across incidents 201603140017 and 201603140018.,,,,3,Bombing/Explosion,,,,,Hasai,,,1.0,7.0,,,,,"Posted to website, blog, etc.",,Iraqi Armed Forces,Iraqi Volunteer Forces,,95.0,Iraq,1,1,1,,,0,201603140017,0.0,Islamic State of Iraq and the Levant (ISIL),,,,,,0.0,,,,,14,3,,,,0.0,2016,,33.272866,,43.747861,,1.0,95.0,Iraq,95.0,Iraq,,,,,,,6.0,5.0,0.0,0.0,-99.0,,2.0,,0.0,,0,,,,Al Anbar,,,,,,,10.0,Middle East & North Africa,,,"""Security forces repel ISIS attack north of Ameriyat Fallujah,"" Iraqi News, March 14, 2016.","""Iraqi forces repel IS attacks in western Baghdad,"" Xinhua General News Service, March 14, 2016.","""Iraq: Security Roundup 1900 GMT 14 March 2016,"" OSC Summary, March 14, 2016.",1.0,1,1,"03/14/2016: Assailants and suicide bombers attacked security force members and tribal fighters in Hasai, Al Anbar, Iraq. This was one of two coordinated assaults in the area on the same day. Two security members and 11 assailants were killed and five security members were injured across both attacks. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",Soldiers,Members,,34.0,"Military Personnel (soldiers, troops, officers, forces)",94.0,Non-State Militia,,,4.0,Military,17.0,Terrorists/Non-State Militia,,,0.0,"Explosives-laden vehicles, explosives-laden belts, and mortars were used in the attack.",15.0,Vehicle,13.0,Suicide (carried bodily by human being),11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,6,Explosives/Bombs/Dynamite,6.0,Explosives/Bombs/Dynamite,6.0,Explosives/Bombs/Dynamite,,,2016-03-14
17677,,,,,Casualty numbers for this incident represent a division of a cumulative total of killed and wounded across incidents 201603140017 and 201603140018.,,,,3,Bombing/Explosion,,,,,Albu Asi,,,1.0,7.0,,,,,"Posted to website, blog, etc.",,Iraqi Armed Forces,Iraqi Volunteer Forces,,95.0,Iraq,1,1,1,,,0,201603140018,0.0,Islamic State of Iraq and the Levant (ISIL),,,,,,0.0,,,,,14,3,,,,0.0,2016,,33.178302,,43.858593,,1.0,95.0,Iraq,95.0,Iraq,,,,,,,7.0,6.0,0.0,0.0,-99.0,,3.0,,0.0,,0,,,,Al Anbar,,,,,,,10.0,Middle East & North Africa,,,"""Security forces repel ISIS attack north of Ameriyat Fallujah,"" Iraqi News, March 14, 2016.","""Iraqi forces repel IS attacks in western Baghdad,"" Xinhua General News Service, March 14, 2016.","""Iraq: Security Roundup 1900 GMT 14 March 2016,"" OSC Summary, March 14, 2016.",2.0,1,1,"03/14/2016: Assailants and suicide bombers attacked security force members and tribal fighters in Albu Asi, Al Anbar, Iraq. This was one of two coordinated assaults in the area on the same day. Two security members and 11 assailants were killed and five security members were injured across both attacks. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",Soldiers,Members,,34.0,"Military Personnel (soldiers, troops, officers, forces)",94.0,Non-State Militia,,,4.0,Military,17.0,Terrorists/Non-State Militia,,,0.0,"Explosives-laden vehicles, explosives-laden belts, and mortars were used in the attack.",15.0,Vehicle,13.0,Suicide (carried bodily by human being),11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,6,Explosives/Bombs/Dynamite,6.0,Explosives/Bombs/Dynamite,6.0,Explosives/Bombs/Dynamite,,,2016-03-14
17693,,,,,This incident is part of a set of coordinated attacks in which both military and non-military entities were targeted.,,,,3,Bombing/Explosion,,,,,Zankoura,,,1.0,8.0,,,,,Personal claim,,Iraqi Armed Forces,Iraqi Volunteer Forces,,95.0,Iraq,1,1,1,,,0,201603140050,0.0,Islamic State of Iraq and the Levant (ISIL),,,Al Anbar Province of the Islamic State,,,0.0,,,,,14,3,,,,0.0,2016,,33.516634,,43.100061,,1.0,95.0,Iraq,95.0,Iraq,,,,,,,9.0,1.0,0.0,0.0,1.0,,14.0,,0.0,Five military vehicles were damaged in this attack.,1,4.0,Unknown,-99.0,Al Anbar,,,,,,,10.0,Middle East & North Africa,,,"""Iraqi forces repel IS attacks in western Baghdad,"" Xinhua General News Service, March 14, 2016.","""Isis kills 22 Iraqi soldiers in Ramadi attack,"" International Business Times UK, March 14, 2016.","""Terrorism: Transcript of ISIL's Al-Bayan Radio Broadcast for 15 March,"" Twitter, March 15, 2016.",1.0,1,1,"03/14/2016: A suicide bomber detonated an explosives-laden vehicle targeting joint forces in Zankoura, Al Anbar, Iraq. In addition to the assailant, at least eight soldiers were killed and 14 security members were injured in the blast. This was one of two coordinated attacks in the area on the same night. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incidents.",Soldiers,Members,,34.0,"Military Personnel (soldiers, troops, officers, forces)",94.0,Non-State Militia,,,4.0,Military,17.0,Terrorists/Non-State Militia,,,0.0,,15.0,Vehicle,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-03-14
17695,,,,,"There is doubt that this incident meets terrorism-related criteria. Sources specifically stated that a military site was targeted in this attack; however, this incident is part of a set of coordinated attacks in which both military and non-military entities were targeted.",1.0,Insurgency/Guerilla Action,,9,Unknown,,,,,Zankoura,,,1.0,8.0,,,,,Personal claim,,Iraqi Armed Forces,,,95.0,Iraq,1,1,0,,,1,201603140052,1.0,Islamic State of Iraq and the Levant (ISIL),,,Al Anbar Province of the Islamic State,,,0.0,,,,,14,3,,,,,2016,,33.516648,,43.100075,,1.0,95.0,Iraq,,,,,,,,,22.0,,0.0,0.0,-99.0,,16.0,,0.0,It is unknown if any property was damaged in this attack.,-9,,,,Al Anbar,,,,,,,10.0,Middle East & North Africa,,0/0/0000,"""Isis kills 22 Iraqi soldiers in Ramadi attack,"" International Business Times UK, March 14, 2016.","""Terrorism: Transcript of ISIL's Al-Bayan Radio Broadcast for 15 March,"" Twitter, March 15, 2016.","""Terrorism: Transcript of ISIL's Al-Bayan Radio Broadcast for 13 March,"" Twitter, March 13, 2016.",1.0,1,0,"03/14/2016: Assailants attacked a military barracks near Zankoura, Al Anbar, Iraq. At least 22 soldiers were killed, 16 soldiers were injured, and seven soldiers were reported missing. This was one of two coordinated attacks in the area on the same night. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incidents.",Barracks,,,27.0,Military Barracks/Base/Headquarters/Checkpost,,,,,4.0,Military,,,,,1.0,,,,,,,,,,13,Unknown,,,,,,,2016-03-14
17698,,,,,,,,,2,Armed Assault,,,,,Kirkuk,,,0.0,,,,,,,,Unknown,,,95.0,Iraq,1,1,1,,,0,201603140055,0.0,Unknown,,,,,,0.0,,,,,14,3,,,,0.0,2016,,35.410101,The incident occurred in the Askari neighborhood,44.393375,,0.0,95.0,Iraq,,,,,,,,,1.0,0.0,0.0,0.0,-99.0,,1.0,0.0,0.0,A shop was damaged in this attack.,1,3.0,Minor (likely < $1 million),-99.0,Kirkuk,,,,,,,10.0,Middle East & North Africa,,,"""Civilian killed, another wounded in militant attack southeast of Kirkuk,"" Iraqi News, March 14, 2016.",,,0.0,1,0,"03/14/2016: Assailants opened fire on a food shop in Askari neighborhood, Kirkuk city, Kirkuk, Iraq. One person was killed and a second person was injured in the attack. No group claimed responsibility for the incident.",Food Shop,,,7.0,Retail/Grocery/Bakery (including cell phone shops and generic shops),,,,,1.0,Business,,,,,0.0,Machine guns were used in the attack.,2.0,Automatic Weapon,,,,,,,5,Firearms,,,,,,,2016-03-14
17712,,,,,,,,,3,Bombing/Explosion,,,,,Baghdad,,,0.0,,,,,,,,Not Applicable,,,95.0,Iraq,1,1,1,,,0,201603150001,0.0,Unknown,,,,,,0.0,,,,,15,3,,,,0.0,2016,,33.321917,The incident occurred in the Mashtal area of the 9 Nissan neighborhood,44.486598,,0.0,95.0,Iraq,,,,,,,,,1.0,0.0,0.0,0.0,-99.0,,0.0,0.0,0.0,A vehicle was damaged in this attack.,1,3.0,Minor (likely < $1 million),-99.0,Baghdad,,,,,,,10.0,Middle East & North Africa,,,"""Iraq: Roundup of Security Incidents 14-20 March 2016,"" OSC Summary, March 14, 2016.",,,0.0,1,0,"03/15/2016: An explosive device planted in a civilian vehicle detonated in Mashtal area, Baghdad city, Bghdad governorate, Iraq. The owner of the vehicle was killed in the blast. No group claimed responsibility for the incident.",Vehicle,,,73.0,"Vehicles/transportation (ex: cars, trucks, convoys)",,,,,14.0,Private Citizens & Property,,,,,0.0,,15.0,Vehicle,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-03-15
17713,,,,,,,,,3,Bombing/Explosion,,,,,Saba al-Bor,,,0.0,,,,,,,,Unknown,,,95.0,Iraq,1,1,1,,,0,201603150002,0.0,Unknown,,,,,,0.0,,,,,15,3,,,,0.0,2016,,33.4645,,44.1536,,0.0,95.0,Iraq,,,,,,,,,2.0,0.0,0.0,0.0,-99.0,,8.0,0.0,0.0,It is unknown if any property was damaged in this attack.,-9,,,,Saladin,,,,,,,10.0,Middle East & North Africa,,,"""Iraq: Roundup of Security Incidents 14-20 March 2016,"" OSC Summary, March 14, 2016.",,,1.0,1,0,"03/15/2016: An explosive device detonated near a market in Saba al-Bor, Saladin, Iraq. Two people were killed and eight people were injured in the blast. No group claimed responsibility for the incident.",Market,,,74.0,Marketplace/plaza/square,,,,,14.0,Private Citizens & Property,,,,,0.0,,16.0,Unknown Explosive Type,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-03-15
17714,,,,,,,,2016-03-15 00:00:00,3,Bombing/Explosion,,,,,Baghdad,,,0.0,,,,,,,,Not Applicable,,,95.0,Iraq,1,1,1,,,0,201603150006,0.0,Unknown,,,,,,0.0,,,,,15,3,,,,0.0,2016,,33.231222,The incident occurred in the Sahaa area of the Rasheed neighborhood,44.387456,,0.0,95.0,Iraq,,,,,,,,,2.0,0.0,0.0,0.0,-99.0,,6.0,0.0,0.0,It is unknown if any property was damaged in this attack.,-9,,,,Baghdad,,,,,,,10.0,Middle East & North Africa,,,"""Iraq: Security Roundup 1900 GMT 15 March 2016,"" OSC Summary, March 15, 2016.",,,0.0,1,0,"03/15/2016: An explosive device detonated in Sahaa area, Baghdad city, Baghdad governorate, Iraq. Two people were killed and six people were injured in the blast. No group claimed responsibility for the incident.",Civilians,,,67.0,Unnamed civilians-ambiguous,,,,,14.0,Private Citizens & Property,,,,,0.0,,16.0,Unknown Explosive Type,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-03-15
17715,,,,,,1.0,Insurgency/Guerilla Action,2016-03-15 00:00:00,3,Bombing/Explosion,,,,,Baghdad,,,0.0,,,,,,,,Iraqi Army,,,95.0,Iraq,1,1,0,,,1,201603150007,0.0,Unknown,,,,,,0.0,,,,,15,3,,,,0.0,2016,,33.224545,The incident occurred in the Arab Ebjur area of the Rasheed neighborhood,44.43617,,0.0,95.0,Iraq,,,,,,,,,2.0,0.0,0.0,0.0,-99.0,,3.0,0.0,0.0,,0,,,,Baghdad,,,,,,,10.0,Middle East & North Africa,,,"""Iraq: Security Roundup 1900 GMT 15 March 2016,"" OSC Summary, March 15, 2016.",,,0.0,1,0,"03/15/2016: Assailants fired three mortars at a military checkpoint in Arab Ebjur area, Baghdad city, Baghdad governorate, Iraq. Two soldiers were killed and three soldiers were injured in the attack. No group claimed responsibility for the incident.",Checkpoint,,,36.0,Military Checkpoint,,,,,4.0,Military,,,,,0.0,Mortars were used in the attack.,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-03-15
17716,,,,,,,,2016-03-15 00:00:00,2,Armed Assault,,,,,Fallujah,,,0.0,,,,,,,,Unknown,,,95.0,Iraq,1,1,1,,,0,201603150008,0.0,Islamic State of Iraq and the Levant (ISIL),,,,,,0.0,,,,,15,3,,,,0.0,2016,,33.344384,,43.781289,"The specific motive is unknown; however, sources stated that the Islamic State of Iraq and the Levant (ISIL) accused Shaykh Mustafa 'Abd-al-Rahman al-'Isawi of engaging in sorcery.",0.0,95.0,Iraq,,,,,,,,,1.0,0.0,0.0,0.0,-99.0,,0.0,0.0,0.0,,0,,,,Al Anbar,,,,,,,10.0,Middle East & North Africa,,,"""Iraq: Security Roundup 1900 GMT 15 March 2016,"" OSC Summary, March 15, 2016.",,,1.0,1,0,"03/15/2016: Assailants executed Shaykh Mustafa 'Abd-al-Rahman al-'Isawi, a mosque imam, in Fallujah, Al Anbar, Iraq. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL), noting the victim was accused of engaging in sorcery.",Imam: Shaykh Mustafa 'Abd-al-Rahman al-'Isawi,,,85.0,Religious figures,,,,,15.0,Religious Figures/Institutions,,,,,0.0,,,,,,,,,,13,Unknown,,,,,,,2016-03-15
17717,,,,,"Casualty numbers for this incident conflict across sources.  Following GTD protocol, the majority reliable estimates are reported here.",1.0,Insurgency/Guerilla Action,,3,Bombing/Explosion,,,,,Makhmur district,,,1.0,7.0,,,,,"Posted to website, blog, etc.",,Iraqi Army,,,95.0,Iraq,1,1,0,,,1,201603150009,0.0,Islamic State of Iraq and the Levant (ISIL),,,,,,0.0,,,,,15,3,,,,0.0,2016,,35.769846,,43.581292,,0.0,95.0,Iraq,,,,,,,,,6.0,6.0,0.0,0.0,6.0,,4.0,0.0,0.0,,0,,,,Arbil,,,,,,,10.0,Middle East & North Africa,,,"""Iraqi Army Repels Multiple IS Suicide Attacks in Nineveh,"" Latin American Herald Tribune, March 15, 2016.","""Security forces repel ISIS attack south of Mosul, says Nineveh Operations,"" Iraqi News, March 15, 2016.","""Iraq: Security Roundup 1900 GMT 15 March 2016,"" OSC Summary, March 15, 2016.",3.0,0,1,"03/15/2016: Assailants attacked a military headquarters in Makhmur, Arbil, Iraq. Six suicide bombers were killed and four military personnel were injured in the ensuing clash. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",Headquarters,,,27.0,Military Barracks/Base/Headquarters/Checkpost,,,,,4.0,Military,,,,,0.0,Six explosives-laden belts were used in the attack.,13.0,Suicide (carried bodily by human being),,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-03-15
17718,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.",1.0,Insurgency/Guerilla Action,,3,Bombing/Explosion,9.0,Unknown,,,Dibis,,,1.0,7.0,,,,,"Posted to website, blog, etc.",,Peshmerga,,,95.0,Iraq,1,1,0,,,1,201603150010,0.0,Islamic State of Iraq and the Levant (ISIL),,,,,,0.0,,,,,15,3,,,,0.0,2016,,35.672348,,44.070008,,0.0,95.0,Iraq,,,,,,,,,6.0,5.0,0.0,0.0,5.0,,4.0,,0.0,,0,,,,Kirkuk,,,,,,,10.0,Middle East & North Africa,,,"""Kurdish Peshmerga forces foil ISIS attack, kill 5 militants northwest of Kirkuk,"" Iraqi News, March 15, 2016.","""Iraq: Security Roundup 1900 GMT 16 March 2016,"" OSC Summary, March 16, 2016.","""Peshmerga Foils An Attack For Daash Northwest of Kirkuk,"" National Iraqi News Agency (NINA), March 15, 2016.",1.0,0,1,"03/15/2016: Assailants and suicide bombers attacked peshmerga forces in Dibis district, Kirkuk, Iraq. At least one peshmerga member and five suicide bombers were killed and four security members were injured in the assault. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",Forces,,,34.0,"Military Personnel (soldiers, troops, officers, forces)",,,,,4.0,Military,,,,,0.0,,13.0,Suicide (carried bodily by human being),,,,,,,6,Explosives/Bombs/Dynamite,13.0,Unknown,,,,,2016-03-15
17760,,,,,"Casualty numbers for this incident conflict across sources.  Following GTD protocol, the majority reliable estimates are reported here.",,,,3,Bombing/Explosion,,,,,Abu Ghraib district,,,0.0,,,,,,,,Unknown,,,95.0,Iraq,1,1,1,,,0,201603160001,0.0,Unknown,,,,,,0.0,,,,,16,3,,,,0.0,2016,,33.297611,,44.081769,,0.0,95.0,Iraq,,,,,,,,,2.0,0.0,0.0,0.0,-99.0,,7.0,0.0,0.0,It is unknown if any property was damaged in this attack.,-9,,,,Al Anbar,,,,,,,10.0,Middle East & North Africa,,,"""9 people killed, wounded in bomb blast in Abu Ghraib District in western Baghdad,"" Iraqi News, March 16, 2016.","""Iraq: Security Roundup 1900 GMT 16 March 2016,"" OSC Summary, March 16, 2016.","""Iraq: Roundup of Security Incidents 14-20 March 2016,"" OSC Summary, March 14, 2016.",3.0,1,0,"03/16/2016: An explosive device detonated near a market in Abu Ghraib, Al Anbar, Iraq. At least two people were killed and seven people were injured in the blast. No group claimed responsibility for the incident.",Market,,,74.0,Marketplace/plaza/square,,,,,14.0,Private Citizens & Property,,,,,0.0,,16.0,Unknown Explosive Type,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-03-16
17761,,,,,"Casualty numbers for this incident conflict across sources.  Following GTD protocol, the majority reliable estimates are reported here.",,,,3,Bombing/Explosion,,,,,Baghdad,,,0.0,,,,,,,,Not Applicable,,,95.0,Iraq,1,1,1,,,0,201603160002,0.0,Unknown,,,,,,0.0,,,,,16,3,,,,0.0,2016,,33.254758,The incident occurred in the Jisr Diyala area of the Karada neighborhood,44.505492,,0.0,95.0,Iraq,,,,,,,,,1.0,0.0,0.0,0.0,-99.0,,5.0,0.0,0.0,It is unknown if any property was damaged in this attack.,-9,,,,Baghdad,,,,,,,10.0,Middle East & North Africa,,,"""6 people killed, wounded in bomb blast southeast of Baghdad,"" Iraqi News, March 16, 2016.","""Iraq: Security Roundup 1900 GMT 16 March 2016,"" OSC Summary, March 16, 2016.","""Iraq: Roundup of Security Incidents 14-20 March 2016,"" OSC Summary, March 14, 2016.",0.0,1,0,"03/16/2016: An explosive device detonated near a cafe in Jisr Diyala area, Baghdad city, Baghdad governorate, Iraq. At least one person was killed and five people were injured in the blast. No group claimed responsibility for the incident.",Civilians,,,67.0,Unnamed civilians-ambiguous,,,,,14.0,Private Citizens & Property,,,,,0.0,,16.0,Unknown Explosive Type,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-03-16
