,INT_ANY,INT_IDEO,INT_LOG,INT_MISC,addnotes,alternative,alternative_txt,approxdate,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,city,claim2,claim3,claimed,claimmode,claimmode2,claimmode2_txt,claimmode3,claimmode3_txt,claimmode_txt,compclaim,corp1,corp2,corp3,country,country_txt,crit1,crit2,crit3,dbsource,divert,doubtterr,eventid,extended,gname,gname2,gname3,gsubname,gsubname2,gsubname3,guncertain1,guncertain2,guncertain3,hostkidoutcome,hostkidoutcome_txt,iday,imonth,ingroup,ingroup2,ingroup3,ishostkid,iyear,kidhijcountry,latitude,location,longitude,motive,multiple,natlty1,natlty1_txt,natlty2,natlty2_txt,natlty3,natlty3_txt,ndays,nhostkid,nhostkidus,nhours,nkill,nkillter,nkillus,nperpcap,nperps,nreleased,nwound,nwoundte,nwoundus,propcomment,property,propextent,propextent_txt,propvalue,provstate,ransom,ransomamt,ransomamtus,ransomnote,ransompaid,ransompaidus,region,region_txt,related,resolution,scite1,scite2,scite3,specificity,success,suicide,summary,target1,target2,target3,targsubtype1,targsubtype1_txt,targsubtype2,targsubtype2_txt,targsubtype3,targsubtype3_txt,targtype1,targtype1_txt,targtype2,targtype2_txt,targtype3,targtype3_txt,vicinity,weapdetail,weapsubtype1,weapsubtype1_txt,weapsubtype2,weapsubtype2_txt,weapsubtype3,weapsubtype3_txt,weapsubtype4,weapsubtype4_txt,weaptype1,weaptype1_txt,weaptype2,weaptype2_txt,weaptype3,weaptype3_txt,weaptype4,weaptype4_txt,datetime
19498,,,,,This incident is part of a set of coordinated attacks in which both military and non-military entities were targeted.,1.0,Insurgency/Guerilla Action,,9,Unknown,,,,,Mosul,,,1.0,8.0,,,,,Personal claim,,Peshmerga,,,95.0,Iraq,1,1,0,,,1,201605030006,0.0,Islamic State of Iraq and the Levant (ISIL),,,Nineveh Province of the Islamic State,,,0.0,,,,,3,5,,,,0.0,2016,,36.357116,The incident occurred in Gwer in southeastern Mosul.,43.164084,,1.0,95.0,Iraq,,,,,,,,,,,0.0,0.0,-99.0,,,,0.0,,0,,,,Nineveh,,,,,,,10.0,Middle East & North Africa,,,"""Kurdish forces repel IS attacks near Iraq's Mosul,"" Xinhua General News Service, May 3, 2016.","""Terrorism: Transcript of ISIL's Al-Bayan News Bulletin for 5 May,"" Twitter, May 5, 2016.",,1.0,0,0,"05/03/2016: Assailants attacked security forces in Gwer, Mosul, Nineveh, Iraq. The outcome of the assault is unknown. This was one of six coordinated attacks carried out in the vicinity of Mosul on the same day. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",Soldiers,,,34.0,"Military Personnel (soldiers, troops, officers, forces)",,,,,4.0,Military,,,,,0.0,,,,,,,,,,13,Unknown,,,,,,,2016-05-03
19499,,,,,This incident is part of a set of coordinated attacks in which both military and non-military entities were targeted.,1.0,Insurgency/Guerilla Action,,9,Unknown,,,,,Bashiqah,,,1.0,8.0,,,,,Personal claim,,Iraqi Armed Forces,,,95.0,Iraq,1,1,0,,,1,201605030007,0.0,Islamic State of Iraq and the Levant (ISIL),,,Nineveh Province of the Islamic State,,,0.0,,,,,3,5,,,,0.0,2016,,36.449653,,43.351422,,1.0,95.0,Iraq,,,,,,,,,,,0.0,0.0,-99.0,,,,0.0,,0,,,,Nineveh,,,,,,,10.0,Middle East & North Africa,,,"""Australia: US serviceman killed in Islamic State attack in northern Iraq,"" ABC Online, May 3, 2016.","""Singapore: Islamic State breaches peshmerga defences north of Mosul,"" Channel NewsAsia Online, May 3, 2016.","""Terrorism: Transcript of ISIL's Al-Bayan News Bulletin for 5 May,"" Twitter, May 5, 2016.",1.0,0,0,"05/03/2016: Assailants attacked security forces in Bashiqah, Nineveh, Iraq. The outcome of the assault is unknown. This was one of six coordinated attacks carried out in the vicinity of Mosul on the same day. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",Soldiers,,,34.0,"Military Personnel (soldiers, troops, officers, forces)",,,,,4.0,Military,,,,,0.0,,,,,,,,,,13,Unknown,,,,,,,2016-05-03
19500,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.",1.0,Insurgency/Guerilla Action,,3,Bombing/Explosion,,,,,Baghdad,,,0.0,,,,,,,,Iraqi Army,,,95.0,Iraq,1,1,0,,,1,201605030008,0.0,Unknown,,,,,,0.0,,,,,3,5,,,,0.0,2016,,33.230585,The incident occurred in the Rasheed neighborhood.,44.338041,,0.0,95.0,Iraq,,,,,,,,,2.0,0.0,0.0,0.0,-99.0,,6.0,0.0,0.0,,0,,,,Baghdad,,,,,,,10.0,Middle East & North Africa,,,"""Bomb blast wounds 3 soldiers in al-Rashid south of Baghdad,"" Iraqi News, May 3, 2016.","""State PAO: Iraqi Media Summary for 04 May 2016,"" Baghdad US Embassy Public Affairs Office, May 4, 2016.",,0.0,1,0,"05/03/2016: An explosive device detonated targeting a military patrol in Rasheed area, Baghdad city, Baghdad governorate, Iraq. At least two soldiers were killed and six soldiers were injured in the blast. No group claimed responsibility for the incident.",Patrol,,,29.0,Military Unit/Patrol/Convoy,,,,,4.0,Military,,,,,0.0,A roadside bomb was used in the attack.,16.0,Unknown Explosive Type,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-05-03
19501,,,,,This incident is part of a set of coordinated attacks in which both military and non-military entities were targeted.,1.0,Insurgency/Guerilla Action,,3,Bombing/Explosion,,,,,Mosul,,,0.0,,,,,,,,Iraqi Armed Forces,,,95.0,Iraq,1,1,0,,,1,201605030009,0.0,Unknown,,,,,,0.0,,,,,3,5,,,,0.0,2016,,36.340365,The incident occurred in Khirbirdan in Southern Mosul.,43.136026,,1.0,95.0,Iraq,,,,,,,,,,,0.0,0.0,5.0,,,,0.0,,0,,,,Nineveh,,,,,,,10.0,Middle East & North Africa,,,"""US serviceman killed in IS Iraq attack,"" BBC, May 3, 2016.",,,1.0,0,1,"05/03/2016: Five suicide bombers attacked security force members in Khirbirdan, Mosul, Nineveh, Iraq. The outcome of the assault is unknown. This was one of six coordinated attacks carried out in the vicinity of Mosul on the same day. No group claimed responsibility for the incident.",Soldiers,,,34.0,"Military Personnel (soldiers, troops, officers, forces)",,,,,4.0,Military,,,,,1.0,,13.0,Suicide (carried bodily by human being),,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-05-03
19502,,,,,This incident is part of a set of coordinated attacks in which both military and non-military entities were targeted.,,,,9,Unknown,,,,,Mosul,,,0.0,,,,,,,,Wardak Town,,,95.0,Iraq,1,1,1,,,0,201605030010,0.0,Unknown,,,,,,0.0,,,,,3,5,,,,0.0,2016,,36.356398,The incident occurred in Wardak in eastern Mosul.,43.164823,,1.0,95.0,Iraq,,,,,,,,,,,0.0,0.0,-99.0,,,,0.0,,0,,,,Nineveh,,,,,,,10.0,Middle East & North Africa,,,"""US serviceman killed in IS Iraq attack,"" BBC, May 3, 2016.",,,1.0,0,0,"05/03/2016: Assailants attacked Wardak, Mosul, Nineveh, Iraq. The outcome of the assault is unknown. This was one of six coordinated attacks carried out in the vicinity of Mosul on the same day. No group claimed responsibility for the incident.",Town,,,75.0,Village/cities/towns/suburb,,,,,14.0,Private Citizens & Property,,,,,0.0,,,,,,,,,,13,Unknown,,,,,,,2016-05-03
19503,,,,,,,,,3,Bombing/Explosion,,,,,Bashir,,,0.0,,,,,,,,Not Applicable,,,95.0,Iraq,1,1,1,,,0,201605030011,0.0,Islamic State of Iraq and the Levant (ISIL),,,,,,0.0,,,,,3,5,,,,0.0,2016,,35.242548,,44.273827,,0.0,95.0,Iraq,,,,,,,,,1.0,0.0,0.0,0.0,-99.0,,3.0,0.0,0.0,,0,,,,Kirkuk,,,,,,,10.0,Middle East & North Africa,,,"""Volunteer soldier killed while dismantling bomb south of Kirkuk,"" Iraqi News, May 3, 2016.","""State PAO: Iraqi Media Summary for 04 May 2016,"" Baghdad US Embassy Public Affairs Office, May 4, 2016.",,1.0,1,0,"05/03/2016: Security forces discovered and attempted to defuse an explosive device planted in a house in Bashir village, Kirkuk, Iraq. The device detonated, killing one militia member and injuring three members. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",House,,,76.0,Houses/Apartments/Residence,,,,,14.0,Private Citizens & Property,,,,,0.0,,16.0,Unknown Explosive Type,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-05-03
19507,,,,,,,,2016-05-03 00:00:00,3,Bombing/Explosion,,,,,Amiriyat al-Fallujah,,,0.0,,,,,,,,Not Applicable,,,95.0,Iraq,1,1,1,,,0,201605030017,0.0,Unknown,,,,,,0.0,,,,,3,5,,,,0.0,2016,,33.164398,,43.863553,,0.0,95.0,Iraq,,,,,,,,,0.0,0.0,0.0,0.0,-99.0,,0.0,0.0,0.0,It is unknown if any property was damaged in this attack.,-9,,,,Al Anbar,,,,,,,10.0,Middle East & North Africa,,,"""Iraq: Security Roundup 1900 GMT 03 May 2016,"" Summary, May 3, 2016.",,,1.0,1,0,"05/03/2016: Assailants fired rockets and mortars at Amiriyat al-Fallujah, Al Anbar, Iraq. There were no reported casualties resulting from the attack. No group claimed responsibility for the incident.",Residential Compound,,,76.0,Houses/Apartments/Residence,,,,,14.0,Private Citizens & Property,,,,,0.0,Rockets and mortars were used in the attack.,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-05-03
19536,,,,,,,,2016-05-04 00:00:00,3,Bombing/Explosion,,,,,Baghdad,,,0.0,,,,,,,,Iraqi Ministry of Trade,,,95.0,Iraq,1,1,1,,,0,201605040001,0.0,Unknown,,,,,,0.0,,,,,4,5,,,,0.0,2016,,33.418599,The incident occurred in the Azhamiya area of the city.,44.398644,,0.0,95.0,Iraq,,,,,,,,,1.0,0.0,0.0,0.0,-99.0,,1.0,0.0,0.0,A vehicle was damaged in this attack.,1,3.0,Minor (likely < $1 million),-99.0,Baghdad,,,,,,,10.0,Middle East & North Africa,,,"""Iraq Violence Tracker 2-9 May 2016,"" Summary, May 2, 2016.",,,0.0,1,0,"05/04/2016: An explosive device planted in a vehicle detonated in Azhamiya area, Baghdad city, Baghdad governorate, Iraq. The owner of the vehicle, a Ministry of Trade employee, was killed and his companion was injured in the blast. No group claimed responsibility for the incident.",Employee,,,18.0,Government Employees,,,,,2.0,Government (General),,,,,0.0,,15.0,Vehicle,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-05-04
19537,,,,,,,,,3,Bombing/Explosion,,,,,Husseiniyah,,,0.0,,,,,,,,Unknown,,,95.0,Iraq,1,1,1,,,0,201605040002,0.0,Unknown,,,,,,0.0,,,,,4,5,,,,0.0,2016,,33.547658,,44.412022,,0.0,95.0,Iraq,,,,,,,,,1.0,0.0,0.0,0.0,-99.0,,5.0,0.0,0.0,It is unknown if any property was damaged in this attack.,-9,,,,Diyala,,,,,,,10.0,Middle East & North Africa,,,"""6 people killed, wounded in bomb blast near restaurant in northern Baghdad,"" Iraqi News, May 4, 2016.","""Iraq Violence Tracker 2-9 May 2016,"" Summary, May 2, 2016.",,1.0,1,0,"05/04/2016: An explosive device detonated near a restaurant in Husseiniyah, Diyala, Iraq. At least one person was killed and five people were injured in the blast. No group claimed responsibility for the incident.",Restaurant,,,2.0,Restaurant/Bar/Cafe,,,,,1.0,Business,,,,,0.0,,16.0,Unknown Explosive Type,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-05-04
19538,,,,,,,,,3,Bombing/Explosion,,,,,Baghdad,,,1.0,8.0,,,,,Personal claim,,Iraqi Volunteer Forces,,,95.0,Iraq,1,1,1,,,0,201605040003,0.0,Islamic State of Iraq and the Levant (ISIL),,,Baghdad Province of the Islamic State,,,0.0,,,,,4,5,,,,0.0,2016,,33.22809,The incident occurred in the Arab Ebjur area of the Dora neighborhood.,44.43654,,0.0,95.0,Iraq,,,,,,,,,1.0,0.0,0.0,0.0,-99.0,,5.0,0.0,0.0,,0,,,,Baghdad,,,,,,,10.0,Middle East & North Africa,,,"""6 members of al-Hashed al-Shaabi killed, wounded in bomb blast in southern Baghdad,"" Iraqi News, May 4, 2016.","""Iraq Violence Tracker 2-9 May 2016,"" Summary, May 2, 2016.","""Terrorism: Transcript of ISIL's Al-Bayan News Bulletin for 5 May,"" Twitter, May 5, 2016.",0.0,1,0,"05/04/2016: An explosive device detonated targeting a volunteer fighter patrol in Arab Ebjur area, Baghdad city, Baghdad governorate, Iraq. One volunteer was killed and five volunteers were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",Convoy,,,94.0,Non-State Militia,,,,,17.0,Terrorists/Non-State Militia,,,,,0.0,A roadside bomb was used in the attack.,16.0,Unknown Explosive Type,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-05-04
19539,,,,,,,,,3,Bombing/Explosion,,,,,Baghdad,,,0.0,,,,,,,,Unknown,,,95.0,Iraq,1,1,1,,,0,201605040004,0.0,Unknown,,,,,,0.0,,,,,4,5,,,,0.0,2016,,33.329262,,44.338815,,0.0,95.0,Iraq,,,,,,,,,1.0,0.0,0.0,0.0,-99.0,,7.0,0.0,0.0,It is unknown if any property was damaged in this attack.,-9,,,,Baghdad,,,,,,,10.0,Middle East & North Africa,,,"""Bomb blast kills, wounds 8 people in western Baghdad,"" Iraqi News, May 4, 2016.","""Iraq Violence Tracker 2-9 May 2016,"" Summary, May 2, 2016.",,1.0,1,0,"05/04/2016: An explosive device detonated near a cafe in Al-Iskan area, Baghdad city, Baghdad governorate, Iraq. One person was killed and seven people were injured in the blast. No group claimed responsibility for the incident.",Cafe,,,2.0,Restaurant/Bar/Cafe,,,,,1.0,Business,,,,,0.0,,16.0,Unknown Explosive Type,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-05-04
19540,,,,,,,,,3,Bombing/Explosion,,,,,Baghdad,,,0.0,,,,,,,,Unknown,,,95.0,Iraq,1,1,1,,,0,201605040005,0.0,Unknown,,,,,,0.0,,,,,4,5,,,,0.0,2016,,33.247086,,44.356768,,0.0,95.0,Iraq,,,,,,,,,2.0,0.0,0.0,0.0,-99.0,,4.0,0.0,0.0,It is unknown if any property was damaged in this attack.,-9,,,,Baghdad,,,,,,,10.0,Middle East & North Africa,,,"""Iraq Violence Tracker 2-9 May 2016,"" Summary, May 2, 2016.",,,0.0,1,0,"05/04/2016: An explosive device detonated near shops in Sayyidiyah area, Baghdad city, Baghdad governorate, Iraq. Two people were killed and four people were injured in the blast. No group claimed responsibility for the incident.",Store,,,7.0,Retail/Grocery/Bakery (including cell phone shops and generic shops),,,,,1.0,Business,,,,,0.0,,16.0,Unknown Explosive Type,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-05-04
19541,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.",,,,3,Bombing/Explosion,,,,,Ayn al-Furs,,,0.0,,,,,,,,Iraqi Police Service (IPS),,,95.0,Iraq,1,1,1,,,0,201605040006,0.0,Unknown,,,,,,0.0,,,,,4,5,,,,0.0,2016,,34.590444,The incident occurred west of Tikrit.,43.56903,,0.0,95.0,Iraq,,,,,,,,,1.0,0.0,0.0,0.0,-99.0,,3.0,0.0,0.0,,0,,,,Saladin,,,,,,,10.0,Middle East & North Africa,,,"""Iraqi forces free 4 villages in Anbar, 30 IS militants killed,"" Xinhua General News Service, May 4, 2016.","""Iraq Violence Tracker 2-9 May 2016,"" Summary, May 2, 2016.",,2.0,1,0,"05/04/2016: An explosives-rigged house detonated as security forces were searching it in Ayn al-Furs, Saladin, Iraq. At least one police officer was killed and three officers were injured in the blast. No group claimed responsibility for the incident.",Officers,,,25.0,Police security forces/Officers,,,,,3.0,Police,,,,,0.0,An explosives-laden house was used in the attack.,17.0,Other Explosive Type,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-05-04
19542,,,,,,,,2016-05-04 00:00:00,2,Armed Assault,,,,,Baghdad,,,0.0,,,,,,,,Iraqi Police Service (IPS),,,95.0,Iraq,1,1,1,,,0,201605040007,0.0,Unknown,,,,,,0.0,,,,,4,5,,,,0.0,2016,,33.325625,The incident occurred along Al Qanat street in Eastern Baghdad.,44.425432,,0.0,95.0,Iraq,,,,,,,,,1.0,0.0,0.0,0.0,-99.0,,2.0,0.0,0.0,,0,,,,Baghdad,,,,,,,10.0,Middle East & North Africa,,,"""Iraq Violence Tracker 2-9 May 2016,"" Summary, May 2, 2016.",,,1.0,1,0,"05/04/2016: Assailants opened fire on police officers along Al Qanat street, Baghdad city, Baghdad governorate, Iraq. One police officer was killed and two officers were injured in the assault. No group claimed responsibility for the incident.",Patrol,,,23.0,Police Patrol (including vehicles and convoys),,,,,3.0,Police,,,,,0.0,,5.0,Unknown Gun Type,,,,,,,5,Firearms,,,,,,,2016-05-04
19543,,,,,,,,,3,Bombing/Explosion,,,,,Bashir,,,0.0,,,,,,,,Iraqi Volunteer Forces,,,95.0,Iraq,1,1,1,,,0,201605040008,0.0,Islamic State of Iraq and the Levant (ISIL),,,,,,0.0,,,,,4,5,,,,0.0,2016,,35.242412,,44.273942,,0.0,95.0,Iraq,,,,,,,,,0.0,0.0,0.0,0.0,-99.0,,2.0,0.0,0.0,,0,,,,Kirkuk,,,,,,,10.0,Middle East & North Africa,,,"""Iraq Violence Tracker 2-9 May 2016,"" Summary, May 2, 2016.",,,1.0,1,0,"05/04/2016: Assailants fired 15 rockets at security forces in Bashir village, Kirkuk, Iraq. Two volunteer fighters were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",Members,,,94.0,Non-State Militia,,,,,17.0,Terrorists/Non-State Militia,,,,,0.0,Fifteen rockets were used in the attack.,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-05-04
19544,,,,,,,,,3,Bombing/Explosion,,,,,Hawijah,,,0.0,,,,,,,,Not Applicable,,,95.0,Iraq,1,1,1,,,0,201605040009,0.0,Islamic State of Iraq and the Levant (ISIL),,,,,,0.0,,,,,4,5,,,,0.0,2016,,35.324825,,43.766922,"The specific motive is unknown; however, sources noted that the victims were attempting to leave the area at the time of the attack.",0.0,95.0,Iraq,,,,,,,,,4.0,0.0,0.0,0.0,-99.0,,2.0,0.0,0.0,,0,,,,Kirkuk,,,,,,,10.0,Middle East & North Africa,,,"""6 civilians killed, injured in bomb blast southwest of Kirkuk,"" Iraqi News, May 4, 2016.",,,0.0,1,0,"05/04/2016: An explosive device detonated targeting civilians fleeing Hawijah district, Kirkuk, Iraq. Four people were killed and two people were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",Civilians,,,67.0,Unnamed civilians-ambiguous,,,,,14.0,Private Citizens & Property,,,,,0.0,A roadside bomb was used in the attack.,16.0,Unknown Explosive Type,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-05-04
19545,,,,,,,,,3,Bombing/Explosion,,,,,Sabunjiya,,,0.0,,,,,,,,North Oil Company (NOC),,,95.0,Iraq,1,1,1,,,0,201605040010,0.0,Unknown,,,,,,0.0,,,,,4,5,,,,0.0,2016,,35.530457,,44.134772,,1.0,95.0,Iraq,,,,,,,,,0.0,0.0,0.0,0.0,-99.0,,0.0,0.0,0.0,An oil well was damaged in this attack.,1,4.0,Unknown,-99.0,Kirkuk,,,,,,,10.0,Middle East & North Africa,,,"""Explosions hit two oil wells in northern Iraq'...,"" Qatar Peninsula, May 4, 2016.","""Iraqi forces free 4 villages in Anbar, 30 IS militants killed,"" Xinhua General News Service, May 4, 2016.","""Unidentified gunmen detonate 3 wells in Khabaz oil field in western Kirkuk,"" Iraqi News, May 4, 2016.",2.0,1,0,"05/04/2016: An explosive device detonated at a North Oil Company (NOC) oil well in Khabaz oil field near Sabunjiya village, Kirkuk, Iraq. This was one of four coordinated attacks targeting wells in the oil field on the same day. There were no reported casualties resulting from the blasts. No group claimed responsibility for the incidents.",Oil Well,,,108.0,Oil,,,,,21.0,Utilities,,,,,1.0,,16.0,Unknown Explosive Type,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-05-04
19546,,,,,,,,,3,Bombing/Explosion,,,,,Sabunjiya,,,0.0,,,,,,,,North Oil Company (NOC),,,95.0,Iraq,1,1,1,,,0,201605040011,0.0,Unknown,,,,,,0.0,,,,,4,5,,,,0.0,2016,,35.530457,,44.134772,,1.0,95.0,Iraq,,,,,,,,,0.0,0.0,0.0,0.0,-99.0,,0.0,0.0,0.0,An oil well was damaged in this attack.,1,4.0,Unknown,-99.0,Kirkuk,,,,,,,10.0,Middle East & North Africa,,,"""Explosions hit two oil wells in northern Iraq'...,"" Qatar Peninsula, May 4, 2016.","""Iraqi forces free 4 villages in Anbar, 30 IS militants killed,"" Xinhua General News Service, May 4, 2016.","""Unidentified gunmen detonate 3 wells in Khabaz oil field in western Kirkuk,"" Iraqi News, May 4, 2016.",2.0,1,0,"05/04/2016: An explosive device detonated at a North Oil Company (NOC) oil well in Khabaz oil field near Sabunjiya village, Kirkuk, Iraq. This was one of four coordinated attacks targeting wells in the oil field on the same day. There were no reported casualties resulting from the blasts. No group claimed responsibility for the incidents.",Oil Well,,,108.0,Oil,,,,,21.0,Utilities,,,,,1.0,,16.0,Unknown Explosive Type,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-05-04
19547,,,,,,,,,3,Bombing/Explosion,,,,,Sabunjiya,,,0.0,,,,,,,,North Oil Company (NOC),,,95.0,Iraq,1,1,1,,,0,201605040012,0.0,Unknown,,,,,,0.0,,,,,4,5,,,,0.0,2016,,35.530457,,44.134772,,1.0,95.0,Iraq,,,,,,,,,0.0,0.0,0.0,0.0,-99.0,,0.0,0.0,0.0,An oil well was damaged in this attack.,1,4.0,Unknown,-99.0,Kirkuk,,,,,,,10.0,Middle East & North Africa,,,"""Unidentified gunmen detonate 3 wells in Khabaz oil field in western Kirkuk,"" Iraqi News, May 4, 2016.","""State PAO: Iraqi Media Summary for 04 May 2016,"" Baghdad US Embassy Public Affairs Office, May 4, 2016.",,2.0,1,0,"05/04/2016: An explosive device detonated at a North Oil Company (NOC) oil well in Khabaz oil field near Sabunjiya village, Kirkuk, Iraq. This was one of four coordinated attacks targeting wells in the oil field on the same day. There were no reported casualties resulting from the blasts. No group claimed responsibility for the incidents.",Oil Well,,,108.0,Oil,,,,,21.0,Utilities,,,,,1.0,,16.0,Unknown Explosive Type,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-05-04
19548,,,,,,,,,3,Bombing/Explosion,,,,,Sabunjiya,,,0.0,,,,,,,,North Oil Company (NOC),,,95.0,Iraq,1,1,1,,,0,201605040013,0.0,Unknown,,,,,,0.0,,,,,4,5,,,,0.0,2016,,35.530457,,44.134772,,1.0,95.0,Iraq,,,,,,,,,0.0,0.0,0.0,0.0,-99.0,,0.0,0.0,0.0,,0,,,,Kirkuk,,,,,,,10.0,Middle East & North Africa,,,"""Explosions hit two oil wells in northern Iraq'...,"" Qatar Peninsula, May 4, 2016.","""Unidentified gunmen detonate 3 wells in Khabaz oil field in western Kirkuk,"" Iraqi News, May 4, 2016.",,2.0,0,0,"05/04/2016: Security forces discovered and defused an explosive device planted near a North Oil Company (NOC) oil well in Khabaz oil field near Sabunjiya village, Kirkuk, Iraq. This was one of four coordinated attacks targeting wells in the oil field on the same day. No group claimed responsibility for the incidents.",Oil Well,,,108.0,Oil,,,,,21.0,Utilities,,,,,1.0,,16.0,Unknown Explosive Type,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-05-04
19549,,,,,,,,2016-05-04 00:00:00,1,Assassination,,,,,Baghdad,,,0.0,,,,,,,,Unknown,,,95.0,Iraq,1,1,1,,,0,201605040015,0.0,Unknown,,,,,,0.0,,,,,4,5,,,,0.0,2016,,33.321669,,44.388596,,0.0,95.0,Iraq,,,,,,,,,0.0,0.0,0.0,0.0,-99.0,,1.0,0.0,0.0,A vehicle was damaged in this attack.,1,3.0,Minor (likely < $1 million),-99.0,Baghdad,,,,,,,10.0,Middle East & North Africa,,,"""Car bomb blast wounds journalist in Abu Dshir area south of Baghdad,"" Iraqi News, May 5, 2016.",,,1.0,0,0,"05/04/2016: An explosive device planted under a vehicle detonated in Abu Dushayr neighborhood, Baghdad city, Baghdad governorate, Iraq. The owner of the vehicle, a journalist, was injured in the blast. No group claimed responsibility for the incident.",Journalist,,,,,,,,,10.0,Journalists & Media,,,,,0.0,,15.0,Vehicle,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-05-04
19554,,,,,,,,2016-05-04 00:00:00,3,Bombing/Explosion,,,,,Baghdad,,,0.0,,,,,,,,Not Applicable,,,95.0,Iraq,1,1,1,,,0,201605040021,0.0,Unknown,,,,,,0.0,,,,,4,5,,,,0.0,2016,,33.390658,,44.342441,,0.0,95.0,Iraq,,,,,,,,,1.0,0.0,0.0,0.0,-99.0,,7.0,0.0,0.0,,0,,,,Baghdad,,,,,,,10.0,Middle East & North Africa,,,"""Iraq: Security Roundup 1900 GMT 04 May 2016,"" Summary, May 4, 2016.",,,1.0,1,0,"05/04/2016: An explosive device detonated in Baghdad city, Baghdad governorate, Iraq. One person was killed and seven people were injured in the blast. No group claimed responsibility for the incident.",Civilians,,,67.0,Unnamed civilians-ambiguous,,,,,14.0,Private Citizens & Property,,,,,0.0,,16.0,Unknown Explosive Type,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-05-04
19583,,,,,,,,,3,Bombing/Explosion,,,,,Riyadh,,,0.0,,,,,,,,Not Applicable,,,95.0,Iraq,1,1,1,,,0,201605050001,0.0,Unknown,,,,,,0.0,,,,,5,5,,,,0.0,2016,,35.269851,The incident occurred between Ar Riyadh Subdistrict and Tall Al Ward.,43.912649,"The specific motive is unknown; however, sources noted that the civilians were attempting to leave the area at the time of the attack.",0.0,95.0,Iraq,,,,,,,,,0.0,0.0,0.0,0.0,-99.0,,1.0,0.0,0.0,,0,,,,Kirkuk,,,,,,,10.0,Middle East & North Africa,,,"""Iraq Violence Tracker 2-9 May 2016,"" Summary, May 2, 2016.",,,1.0,1,0,"05/05/2016: An explosive device detonated targeting a family fleeing Riyadh subdistrict, Kirkuk, Iraq. A child was injured in the blast. No group claimed responsibility for the incident.",Civilians,,,67.0,Unnamed civilians-ambiguous,,,,,14.0,Private Citizens & Property,,,,,0.0,,16.0,Unknown Explosive Type,,,,,,,6,Explosives/Bombs/Dynamite,,,,,,,2016-05-05
